club_id,name
34152,Barwon Grove Golf Club
34153,Waterford Villages Golf Club
34154,Ranelagh Club
34155,Yarra Valley Golf Alliance
34156,Bragging Rites Golf Club
34158,Malie Golf Club
34159,Black Bull Golf Club
34160,19th Hole Golf Club
34162,Fuson Golf Club
34163,Serbian GC Geelong
34164,City View Golf Club
34165,Double Eagle GC Inc
40018,Queensland Amputee Golf Association
40101,Ashgrove Golf Club
40102,The Brisbane Golf Club
40103,Gailes Golf Club
40104,Indooroopilly Golf Club
40105,Jindalee Golf Club
40106,Keperra Country Golf Club
40107,McLeod Golf Club
40109,Nudgee Golf Club
40111,Oxley Golf Club
40112,Pacific Golf Club
40113,Redcliffe Golf Club
40114,Royal Queensland Golf Club
40115,Sandgate Golf Club
40117,Virginia Golf Club
40118,Wolston Park Golf Club
40119,Wynnum Golf Club
40120,Bulimba Golf Club
40131,Albany Links
40201,Blackwater Golf Club
40202,Capella Golf Club
40203,Clermont Golf Club
40204,Dysart Golf Club
40205,Emerald Golf Club
40206,Middlemount Golf Club
40207,Moranbah Golf Club
40208,Springsure Golf Club
40209,Tieri Golf Club
40301,Baralaba Golf Club
40302,Biloela Golf Club
40303,Boyne Island Tannum Sands Golf Club
40304,Calliope Golf Club
40305,Capricorn International Resort
40306,Capricorn Country Club
40307,Duaringa Golf Club
40308,Emu Park Golf Club
40309,Gladstone Golf Club
40310,Gracemere Lake Golf Club
40311,Miriam Vale Golf Club
40312,Moura and District Golf Club
40313,Mt Morgan Golf Club
40314,Rockhampton Golf Club
40315,Theodore Golf Club
40316,Wowan Golf Club
40317,Yeppoon Golf Club
40318,1770 Golf Club
40401,Alpha Golf Club
40402,Barcaldine Golf Club
40403,Blackall Golf Club
40404,Ilfracombe Golf Club
40405,Isisford Golf Club
40406,Longreach Golf Club
40407,Muttaburra Golf Club
40408,Tambo Golf Club
40501,Bell and District Golf Club
40502,Borneo Barracks Golf Club
40503,Cecil Plains Golf Club
40504,City Golf Club
40505,Clifton Golf Club
40506,Crows Nest Golf Club
40507,Dalby Golf Club
40508,Gatton Jubilee Golf Club
40509,Goombungee Golf Club
40510,Inglewood Golf Club
40511,Jandowae Golf Club
40512,Killarney Golf Club
40513,Millmerran Golf Club
40514,Oakey Golf Club
40515,Pittsworth Golf Club
40516,Stanthorpe Golf Club
40517,Texas Golf Club
40518,Toowoomba Golf Club
40519,Wallangarra Army Golf Club
40520,Warwick Golf Club
40521,Allora Golf Club
40601,Atherton Golf Club
40602,Babinda Golf Club
40603,Cairns Golf Club
40604,Cardwell Golf Club
40605,Carpentaria Golf Club
40606,Cooktown Golf Club
40607,El Arish Golf Club
40608,Georgetown Golf Club
40609,Gordonvale Golf Club
40610,Half Moon Bay Golf Club
40611,Innisfail Golf Club
40612,Mareeba Golf Club
40613,Millaa Millaa Golf Club
40614,Mossman Golf Club
40615,Mount Garnet Golf Club
40618,Ravenshoe Millstream Country Club
40619,Tully Country Golf Club
40620,Mirage Country Club
40621,Paradise Palms Golf Course
40622,Palmer Sea Reef
40701,Arundel Hills Country Club
40702,Boomerang Farm Golf Course
40704,Canungra Area Golf Club
40705,Emerald Lakes Golf Club
40707,Burleigh Golf Club
40709,Helensvale Golf Club
40710,Links Hope Island Golf Club
40711,Palmer Colonial
40712,Parkwood International Golf Club
40713,Palmer Gold Coast
40714,RACV Royal Pines Resort Golf Club
40715,Sanctuary Cove Golf and Country Club The Palms
40716,Sanctuary Cove Golf and Country Club -The Pines
40717,Southport Golf Club
40718,Surfers Paradise Golf Club
40719,Tallai Country Club
40720,Tallebudgera Golf Course
40721,Tally Valley Golf Club
40722,Tamborine Mountain Golf Club
40723,Palm Meadows Golf Course
40724,Lakelands Golf Club
40725,The Grand Golf Club
40727,The Glades Golf Club
40801,Boonah Golf Club
40802,Esk Golf Club
40803,Ipswich Golf Club
40804,Karana Downs Golf Course
40805,Laidley Golf Club
40806,Lowood and District Golf Club
40809,Rosewood Golf Club
40810,Sandy Gallop Golf Club
40811,Toogoolawah Golf Club
40812,Hattonvale Golf Club
40813,Brookwater Golf Club
40901,Ayr Golf Club
40902,Bowen Golf Club
40903,Charters Towers Golf Club
40904,Collinsville Golf Club
40905,Glenden Golf Club
40906,Home Hill Golf Club
40907,Ingham Golf Club
40908,Lavarack Golf Club
40909,Mackay Golf Club
40910,Magnetic Island Country Club
40911,Mystic Sands Golf Resort
40912,Pioneer Valley Golf Club
40913,Proserpine Golf Club
40914,Rowes Bay Golf Club
40915,Sarina Golf Club
40916,Tropics Golf Club
40917,Townsville Golf Club
40922,Black Springs Golf Club
40923,Hamilton Island Golf Club
41001,Boulia Golf Club
41003,Hughenden Golf Club
41004,Mount Isa Golf Club
41005,Richmond Golf Club
41006,Winton Golf Club
41007,Torrens Creek Golf Club
41008,Karumba Golf Club
41101,Bay Islands Golf Club
41102,Beaudesert Golf Club
41103,Carbrook Golf Club
41104,Chambers Pines Golf Course
41106,Gainsborough Greens
41107,Hills International Golf Club
41109,Meadowbrook Golf Club
41110,Riverlakes Golf Club
41111,Mt Warren Park Golf Club
41112,North Stradbroke Island Golf Club
41114,Redland Bay Golf Club
41115,Windaroo Lakes Golf Club
41116,Village Links Golf Club
41117,Kooralbyn Valley Golf Course
41201,Augathella Golf Club
41202,Charleville Golf Club
41203,Chinchilla Golf Club
41205,Cunnamulla Golf Club
41206,Dirranbandi Golf Club
41207,Dulacca Country Golf Club
41208,Dunkeld Memorial Golf Club
41209,Goondiwindi Golf Club
41210,Inglestone Golf Club
41211,Injune Golf Club
41212,Miles Golf Club
41213,Mitchell Golf Club
41215,Quilpie Golf Club
41216,Roma Golf Club
41217,St George Golf Club
41219,Tara Golf Club
41220,Taroom Golf Club
41225,Yuleba Golf Club
41301,Beerwah + District Golf Club
41302,Blackbutt Golf Club Inc
41303,Bribie Island Golf Club
41304,Caboolture Golf Club
41305,Caloundra Golf Club Inc
41306,Cooroy Golf Club
41307,Goomeri Golf Club
41308,Gympie Golf Club Inc.
41309,Headland Golf Club
41310,Maroochy River Golf Club
41311,Palmer Coolum Resort
41312,Kilcoy Golf Club
41313,Kilkivan Golf Club
41314,Kingaroy Golf Club
41315,Kumbia Golf Course
41316,Mt Coolum Golf Club
41317,Murgon Golf Club
41318,Nambour Golf Club
41319,Nanango Golf Club
41321,Twin Waters Golf Club
41322,Pine Rivers Golf Club
41323,Proston District Golf Club
41325,Noosa Golf Club
41326,Tin Can Bay Country Club Inc
41327,Wantima Golf Club
41328,Wondai Golf Club
41329,Woodford Golf Club
41331,Noosa Springs Country Club
41333,Pelican Waters Golf Club
41334,North Lakes Golf Club
41335,Peregian Golf Club
41336,Pacific Harbour Golf and Country Club
41338,Maleny Golf Club
41339,Gunabul Homestead
41401,Bargara Golf Club
41402,Biggenden Golf Club
41403,Bundaberg Golf Club
41404,Burrum District Golf Club
41407,Fraser Lakes Golf Club
41408,Gayndah Golf Club
41409,Gin Gin Golf Club
41410,Hervey Bay Golf and Country Club
41411,Isis Golf Club
41412,Maryborough Golf Club
41413,Monto Golf Club
41414,Mt Perry Golf Club
41415,Mundubbera Golf Club
41417,Coral Cove Golf Club Pty Ltd
41418,Innes Park Golf Club
41419,Oakwood Park Golf Club
41420,Eidsvold Golf Club
41421,Boonooroo Golf Club
41606,Old Perle Social Golf Club
41609,The Tour Fore Golfers
41621,Student Golf Network
43210,iGolf Queensland
49002,Victoria Park Golf Complex
49003,St Lucia Golf Links
50101,Glenelg Golf Club
50102,Grange Golf Club
50103,Kooyonga Golf Club
50104,Royal Adelaide Golf Club
50110,Edwardstown Football Club Golf
50111,The Visitors Golf Club
50112,Cheers Social Club
50115,Beograd Golf Club of SA
50116,West Croydon Golf Club
50117,Blackwood & Community RSL Golf
50118,Redback Golf Club
50120,ARPA Golf
50121,389-REDS
50122,Emu Golf Club
50125,Golf SA Schools Golf Club
50126,VIP Golf Club
50127,VFL Golfers
50129,The SGA Golf Club
50130,Below the Pin Golf Club
50132,GenYgolf
50133,TPI and Veterans Golf Club
50135,SOGO SA Golf Club
50136,Rosewater Football Club Golf
50137,Eagles Golf Club
50138,Aboriginal Golf SA
50140,Golf Gods Golf Club
50201,Blackwood Golf Club
50202,Flagstaff Hill Golf Club
50203,The Vines Golf Club of Reynella
50204,Stirling Golf Club (ex Mt Lofty)
50205,Mount Osmond Golf Club
50206,West Lakes Golf Club
50207,Tea Tree Gully Golf Club
50208,Thaxted Park Golf Club
50301,Belair Park Golf Club
50303,Highercombe Golf + Country Club
50304,Marion Park Golf Club
50305,North Adelaide Golf Club
50306,North Haven Golf Club
50307,Playford Lakes Golf Club
50308,Penfield Golf Club
50309,Regency Park Golf Club
50310,Mawson Lakes Golf Club Inc
50311,Westward HO Golf Club
50403,Airies Golf Club
50408,Australian Post-Tel Institute Golf Club
50410,Balfours Golf Club
50411,Belair Hotel Golf Club
50412,BG Golf Club
50413,Bridgestone Golf Club
50420,Southern Divots Golf Club
50421,CTA of SA Golf Club
50424,Transport Golf Club
50426,EET Golf Club
50430,Fulham Ramblers Golf Club
50435,Henley Golf Club
50437,Ingle Farm Golf Club
50438,Islington Works Golf Club
50439,Kaycee Golf Club
50440,Kilburn RSL Golf Club
50441,Kiwi Golf Club
50444,Maid of Auckland Golf Club
50446,Mitsubishi Staff Golf Club
50447,Monroe Golf Club
50448,Northern Tavern Golf Club
50452,Port Noarlunga Golf Club
50454,Reynella Golf Club
50455,Rosewater Golf Club
50457,SA Hardware Golf Club Inc
50458,SA Italian Golf Club
50459,SA Metro Fire Service Golf Club
50460,SA Oil-Industry Golf Assoc
50461,SA Police Golf Club
50462,SA Public Golf Club
50463,SA Sports Golf Club
50464,South Australian Taxi Golf Club
50468,Shell Golf Club
50469,Electrolux Golf Club
50470,The Oaks Golf Club
50471,The Oddballs Golf Club
50472,Torrens Valley Golf Club
50474,Adelaide Nomads Golf Club Incorporated
50475,Windmill Golf Club
50476,Southern Cross Golf Club
50482,Hellenic Golf Club
50483,Tin Cup Golf Club
50488,200 D Golf Club
50490,Aquilla Golf Club Not Affiliated
50496,RAA Staff Golf Club
50499,Wanderers Golf Club
50501,Balaklava Golf Club
50502,Barossa Valley Golf Club
50503,Blyth Golf Club
50504,Burra Golf Club
50505,Clare Golf Club
50506,Eudunda Golf Club
50507,Farrell Flat Golf Club
50508,Sandy Creek Golf Club
50509,Hamley Bridge Golf Club
50510,Kapunda Golf Club
50512,Morgan-Cadell Golf Club
50513,Owen Golf Club
50514,Port Wakefield Golf Club
50515,Riverton Golf Club
50516,Saddleworth Golf Club
50518,Tanunda Pines Golf Club
50519,Two Wells Golf Club
50601,Cambrai Golf Club Inc
50602,Coonalpyn Golf Club
50604,Lake Albert Golf Club
50605,Lameroo Golf Club
50606,Mannum Golf Club
50607,Mt Pleasant + District Golf Club
50608,Murray Bridge Golf Club
50610,Pinnaroo Golf Club
50611,Swan Reach Golf Club
50612,Tailem Bend Golf Club
50702,Booleroo Centre Golf Club
50703,Coober Pedy Opal Fields Golf Club
50704,Crystal Brook Golf Club
50705,Georgetown Golf Club
50706,Gladstone Golf Club
50708,Hawker Golf Club Inc
50709,Jamestown Golf Club
50710,Laura Riverside Golf Club
50713,Orroroo Golf Club
50714,Peterborough Golf Club
50715,Port Augusta Golf Club
50716,Port Broughton Golf Club
50717,Port Germein Golf Club
50718,Port Pirie Golf Club
50719,Quorn Golf Club
50720,Roxby Downs Golf Club
50721,Snowtown Golf Club
50722,Stirling North Golf Club
50724,Tarcowie Golf Club
50726,Wilmington Golf Club
50727,Wirrabara Golf Club
50728,Woomera Golf Club
50729,Yacka Golf Club
50901,Barmera Golf Club
50902,Berri Golf Club
50903,Loxton Golf Club
50904,Renmark Golf Club
50905,Waikerie Golf Club
51001,Beachport Golf Club
51002,Blue Lake Golf Club
51003,Bordertown Golf Club
51004,Keith Golf Club
51005,Kingston SE Golf Club
51006,Lucindale Country Club
51007,Millicent Golf Club
51008,Mt Gambier Golf Club
51009,Naracoorte Golf Club
51010,Padthaway Golf Club
51011,Penola Golf Club
51012,Port MacDonnell Golf Club
51013,Robe Golf Club
51014,Tintinara Golf Club
51102,Penneshaw Golf Club
51103,Echunga Golf Club
51104,Mount Compass Golf Club
51107,Kingscote Golf Club Inc
51108,Mount Barker-Hahndorf Golf Club
51109,McCracken Country Club
51110,McLaren Vale Golf Club
51111,Nairne Golf Club
51112,Oakbank Golf Club
51113,Parndana Golf Club
51114,South Lakes Golf Club
51115,Strathalbyn Golf Club
51116,Victor Harbor Golf Club
51117,Willunga Golf Club
51118,Wirrina Cove Golf and Country Club
51119,Yankalilla Golf Club
51120,Links Lady Bay Golf Club
51202,Ceduna Golf Club
51203,Cleve Golf Club
51204,Coffin Bay Golf Club
51206,Cowell Golf Club
51207,Cummins Golf Club
51208,Darke Peak Golf Club
51209,Elliston Golf Club
51210,Iron Knob Golf Club
51211,Kimba Golf Club
51212,Kyancutta Ramblers Golf Club
51213,Lock Golf Club
51215,Poochera Golf Club
51216,Port Kenny Golf Club
51217,Port Lincoln Golf Club
51218,Port Neill Golf Club
51220,Streaky Bay Golf Club
51221,Tumby Bay Golf Club
51223,Whyalla Golf Club
51301,Ardrossan Golf Club
51302,Bute Golf Club
51303,Curramulka Golf Club
51304,Edithburgh Golf Club
51305,Kadina Golf Club
51306,Maitland Golf Club
51307,Minlaton Golf Club
51308,Moonta Golf Club
51309,Port Victoria Golf Club
51310,Port Vincent Golf Club
51311,Stansbury Golf Club
51312,Wallaroo Golf Club
51313,Warooka Golf Club
51314,Wool Bay Golf Club
51315,Yorketown Golf Club
51316,"Copperclub, The Dunes Port Hug"
51401,Ash-Wood Golf Club
51402,Airport Golf Club
51403,Croatian Golf Club
51407,The Drayton Golf Club    Not Active
51410,SA Prison Officers Golf Club
51411,Wellington Golf Club
51412,Prospectors
51413,Panther Golf
51414,Adelaide Social Golf Club
51415,Jimminy Crickets Golf Club
51417,Sheidow Park Cricket - Golf Club
60101,Araluen Country Club
60102,Mosman Park Golf Club
60103,Cottesloe Golf Club
60104,Gosnells Golf Club
60105,Hartfield Country Club
60106,Joondalup Country Club
60107,Kwinana Golf Club
60108,Lake Karrinyup Country Club
60109,Lakelands Country Club
60110,Mandurah Country Club
60111,Melville Glades Golf Club
60112,Mount Lawley Golf Club Inc
60113,Nedlands Golf Club
60114,Rockingham Golf Club
60115,Royal Fremantle Golf Club Inc
60116,Royal Perth Golf Club
60117,Sea View Golf Club
60118,Sun City Country Club
60119,The Vines Golf and Country Club
60120,Wanneroo Golf Club
60121,Western Australian Golf Club
60131,Swan Vale Golf Club
60132,Westaviat Golf Club
60501,Blue Jays Ladies Golf Club
60502,Collier Pines Ladies Golf Club
60505,Hamersley Ladies Golf Club
60506,Hawkvalley Ladies Golf Club
60507,Marangaroo Ladies Golf Club
60508,Marri Park Ladies Golf Club
60509,Point Walter Ladies Golf Club
60510,Redbacks Ladies Golf Club
60511,Rosehill Ladies Golf Club
60512,Surfside Ladies Golf Club
60513,Whaleback Ladies Golf Club
60514,Whaleback Warriors Golf Club
60515,Yanchep Golf Club
60516,Yaringa Ladies Golf Club
60518,Nyoongar Golf Club
60519,Scarborough Ladies Golf Club
60520,Embleton Ladies Golf Club
60521,The Links Ladies Golf Club
60522,Jandalakes Ladies Golf Club
60525,Quondong Ladies Golf Club
60526,Seabirds Golf Club
60527,Coastal Ladies Golf Club
60528,Peninsula Ladies Golf Club
60529,Embers Golf Club
60531,Lakesiders 9 Hole Golf Club
60533,Collier Park Sund'yniners Club Inc
60535,Port Ladies - 9 Hole Golf Club
60536,Sapphires Ladies Golf Club
60537,Maylands Peninsula Golf Club
61001,Armadale Public Golf Course
61003,Burswood Park Public Golf Course
61004,Carramar Golf Course
61005,Collier Park Golf Course
61006,Fremantle Public Golf Course
61007,Glen Iris Public Golf Course
61008,Hamersley Public Golf Course
61009,Hillview Public Golf Course
61010,Lake Claremont Golf Course
61012,Marangaroo Golf Course
61013,Marri Park Golf Course
61014,Maylands Peninsula Public Golf Course
61015,Point Walter Public Golf Course
61016,Rosehill Public Golf Course
61017,Wembley Golf Complex
61018,Whaleback Golf Course
61019,Embleton Golf Course
64001,Bakers Hill Golf Club
64003,Boolbardie Country Club
64006,Carnarvon Golf Club WA
64007,Christmas Island Golf Club
64008,Cunderdin Golf Club
64009,Denmark Country Club
64010,Dongara Golf Club
64011,Dowerin Golf Club
64013,Dunsborough Lakes Golf Club
64014,Exmouth Golf Club
64016,Green Range Country Club
64017,Guilderton Golf Club
64018,Harrismith Golf Club
64019,Lake Yealering Golf Club
64020,Binningup Golf Club
64022,Northam Country Golf Club
64023,Nungarin Golf Club
64024,Rottnest Island Golf Club
64025,Sanctuary Golf Resort
64026,Tammin Golf Club
64027,Wyalkatchem Golf Club
64028,Yerecoin Golf Club
64030,El Caballo Golf Club
64032,Preston Beach Golf Club
64033,Ledge Point Country Club
65001,Beverley Golf Club
65002,Brookton Country Club
65003,Corrigin Golf Club
65004,Kweda Golf Club
65005,Quairading Golf Club
65006,York Golf Club
65101,Balingup Golf Club
65102,Boyup Brook Golf Club
65103,Bridgetown Golf Club
65104,Greenbushes Golf Club
65105,Manjimup Country Club
65106,Northcliffe Golf Club
65107,Pemberton Golf Club
65108,Nannup Golf Club
65109,Tonebridge Country Club
65110,Walpole Country Club
65201,Meckering Golf Club
65202,Toodyay Golf Club
65203,Wundowie Golf Club
65301,Badgingarra Golf Club
65302,Cervantes Golf Club
65303,Dandaragan Golf Club
65304,Eneabba Golf Club
65305,Gingin Golf Club
65306,Greenhead Golf Club
65307,Jurien Bay Golf Club
65308,Lancelin Golf Club
65309,Moora Lake View Golf Club
65401,Chequers Golf Club
65403,Mundaring Sporting Club
65404,Pickering Brook Sports Club
65405,Pinjarra Golf Club
65406,Serpentine + Districts Golf Club
65407,Waroona Golf Club
65501,Baandee Golf Club
65502,Kellerberrin Golf Club
65503,Merredin Golf Club
65504,Muntadgin Golf Club
65505,Nokaning Golf Club
65506,Southern Cross Golf Club
65507,Westonia Golf Club
65605,Kambalda Country Club
65606,Leonora Golf Club
65607,Norseman Golf Club
65608,Salmon Gums Golf Club Inc
65609,Goldfields Golf Club
65701,Condingup Country Club
65702,Esperance Golf Club
65703,Munglinup Golf Club
65704,Pink Lake Country Club
65706,Scaddan Golf Club
65801,Boddington Golf Club
65802,Cuballing Golf Club
65803,Darkan Golf Club
65805,Katanning Country Club
65806,Lake View Golf Club Inc
65807,Moodiarrup Golf Club
65808,Narrogin Golf Club
65809,Pingelly Golf Club
65810,Wagin Golf Club
65811,Wandering Golf Club
65812,Wickepin Golf Club
65813,Williams Golf Club
65814,Woodanilling Golf Club
65901,Kukerin Golf Club
65902,Lake Grace Golf Club
65903,Newdegate Golf Club
65904,Nyabing Golf Club
65905,Pingaring Golf Club
66001,Bolgart Golf Club
66002,Calingiri Golf Club
66003,Goomalling Golf Club
66004,Wongan Hills Golf Club
66102,Leinster Golf Club
66103,Meekatharra Golf Club
66104,Mount Magnet Golf Club
66105,Sandstone Golf Club
66201,Ballidu Golf Club
66202,Dalwallinu Golf Club
66203,Kalannie Golf Club
66204,Miling Golf Club
66205,Pithara Golf Club
66206,Watheroo Golf Club
66207,Wubin Golf Club
66301,Binnu Golf Club
66302,Chapman Valley Golf Club
66303,Geraldton Golf Club
66304,Kalbarri Golf Club
66306,Northampton Golf Club
66307,Spalding Park Golf Club
66308,Yuna Golf Club
66401,Hopetoun Everett Country Club
66402,Lake King Golf Club
66403,Ravensthorpe Golf Club
66404,Varley Country Golf Club
66501,Fortescue Golf Club
66502,Karratha Country Club
66503,Mountain View Sporting Club
66505,Port Hedland Golf Club
66601,Ardath Golf Club
66602,Bruce Rock Golf Club
66603,Hyden Golf Club
66604,Kondinin Golf Club
66606,Kulin Golf Club
66607,Mount Walker Golf Club
66608,Narembeen Golf Club
66701,Borden Golf Club
66702,Boxwood Hill Golf Club
66703,Bremer Bay Golf Club
66704,Gnowangerup Golf Club
66705,Jerramungup Golf Club
66707,Ongerup Golf Club
66801,Augusta Golf Club
66802,Bunbury Golf Club
66803,Busselton Golf Club
66804,Capel Golf Club
66805,Collie Golf Club
66806,Donnybrook Country Club
66807,Dunsborough Country Club
66808,Harvey Golf Club
66809,Margaret River Golf Club
66901,Albany Golf Club
66902,Broomehill Golf Club
66903,Cranbrook Golf Club
66905,Kendenup Country Club
66906,Kojonup Golf Club
66907,Mount Barker Golf Club
66908,Narpanup Golf Club
66909,Riverview Country Club
66910,Tambellup Golf Club
67001,Carnamah Golf Club
67002,Coorow Golf Club
67003,Latham Golf Club
67004,Mingenew Golf Club
67005,Morawa Golf Club
67006,Perenjori Golf Club
67007,Three Springs Golf Club
67101,Broome Golf Club
67102,Derby Golf Club
67201,Bencubbin Golf Club
67202,Koorda Golf Club
67203,Mukinbudin Golf Club
67206,Yelbeni Golf Club
67303,Halls Creek Golf Club
67304,Lake Kununurra Golf Club
67306,Cocos Islands Golf Club
68001,Meadow Springs Country Club
68003,Kennedy Bay Links
69101,All Seasons Golf Club
69102,Altone Park Golf Club
69103,The Cut Golf Club (Incorporated)
69104,Western Kiwi Golf Club
69105,Australia Golf Club
69106,Taxi Golf Club
69107,Palle Maille Golf Club
69108,Nomads Golf Club
69109,Miners Golf Club
69110,City Beach Wanderers Golf Club
69111,3D Golf Club
69112,Swan Golf Club
69113,APG Golf Club
69114,Perth Golf Network
69115,Victa Golf Club
69117,Whaleback Seniors Golf Club
69118,Keep Swinging Golf Club
69119,Wembley Wombats
69120,Castle Golf Club Inc
69121,Tai Pan Golf Club
69122,West Coast Golf Club
69123,Western Pirates Golf Club
69124,Scrubbers Golf Club
69126,Stirling Golf Club
69127,West Coast Nomads Golf Society
69128,Hamilton Hill Social Golf Club
69129,Perth Golf Kakis
69130,Sters Golf Club
69131,ABM Golf Club
69132,West Perth Golf Club
69133,Rosehill Wanderers Golf Club
69134,Vintage Golf Club
69135,WACA Golf Club
69136,Army Golf Club (WA) Inc
69137,City of Swan Social Golf Club
69138,Coasters Golf Club
69139,Moose Hunters Golf Club
69141,Armadale and Districts Golf Club
69142,Hill View Social Golf Club Inc
69144,Peninsula Golf Club Inc
69145,Marri Park Riverton Golf Club Inc
69146,Collier Park Golf Club Inc
69147,Fairway Sportsmans Golf Club Inc
69148,Forrestdale Golf Club Inc
69149,High Wycombe Social Golf Club Inc
69150,Carramar Social Golf Club Inc
69151,SOS Golf Group Inc
69152,Glen Iris Lakes Golf Club Inc
69153,Downs Golf Club
69154,Embleton Social Golf Club
69155,RockyOra Scalpers Golf Club
69156,Fremantle Pirates Golf Club Inc
69158,City Beach Golf Club
69159,Northside Social Golf Club Inc
69160,Watersiders Golf Club
69161,Northerners Golf Club
69162,Marri Park - Casuarina Golf Club Inc
69163,Kalamunda Kiwi Golf Club of W.A. Inc
69164,Philips Social Golf Club Inc
69165,Eagles Golf Club
69167,Beeches Tavern Social Golf Club
69168,Kalahari Safari Golf Club
69169,Wanderers Golf Club Perth Inc
69170,The Platinum Golf Club
69171,Scuds Social Golf Club Inc
69172,WA Pharmacy Golf Club
69174,Aus Chinese Golf Association
69176,WA Fire Brigades Golf Club
69177,Charity Golf Club WA
69178,Rosehill Social Golf Club
69179,Pine Creek Golf Club Inc
69180,Downunder Golf Club
69181,Irish Perth Golf Society
69182,Rover 60 Social Golf Club
69183,Cambridge Golf Club
69184,Strikers Social Golf Club
69185,Westside Golf Club
69186,Australian Golf Network
69187,Wanna Bees Golf Club
69189,Rockin Rollers Golf Club
69191,Panna Heights Golf Club
69193,K Golf Society
69195,Skabenga Golf Club
69198,The Earlybirds Golf Club
69199,Wembley Downs Golf Club
69200,Golf Frenzy Golf Club
69201,Wembley Golf Club
69202,Western Australia Dental Association (WADA) Golf Club
69203,Willetton Golf Club
69204,Zambezi Golf Club
70010,Tasmania Police Golf Club
76203,Bothwell Golf Club,
76207,Claremont Golf Club
76208,Colebrook Golf Club
76211,Dover Golf Club
76212,Elderslie Golf Club
76214,New Town Bay Golf Club
76217,Geeveston Golf Club
76220,Huon Valley Golf Club
76222,Kingston Beach Golf Club,
76224,Llanherne Golf Club
76230,Dunalley Golf Club
76231,New Norfolk Golf Club
76232,North West Bay Golf Club
76233,Oatlands Golf Club
76234,Orford Golf Club
76235,Ouse Golf Club
76237,Pittwater Golf Club
76241,Richmond Golf Club
76245,Royal Hobart Golf Club
76250,Iron Pot Golf Club
76256,Swansea Golf Club
76257,Tarraleah Golf Club
76258,Tasman Golf Club
76259,Tasmania Golf Club
76260,Tea Tree Golf Club
76267,Bagdad Community Golf Club
76302,Bicheno Golf Club
76304,Bridport Golf Club
76306,Campbell Town Golf Club
76309,Deloraine Golf Club
76313,Exeter Golf Club
76315,Flinders Island Golf Club
76316,Freycinet Golf Club
76318,George Town Golf Club
76319,Greens Beach Golf Club
76323,Launceston Golf Club
76325,Longford Golf Club
76326,Malahide Golf Club
76327,Moorina Golf Club
76328,Mowbray Golf Club
76338,Poatina Golf Club
76342,Ringarooma Golf Club
76343,Riverside Golf Club
76346,Scottsdale Golf Club
76352,St Helens Golf Club
76353,St Marys Golf Club
76364,PROSPECT VALE GOLF CLUB
76365,Scamander River Golf Club
76368,Tam O'Shanter Golf Club
76370,Country Club Tasmania
76371,Quamby Estate Golf and Country C
76405,Burnie Golf Club
76410,Devonport Golf Club
76421,King Island Golf Club
76429,Mountain Vista Golf Club
76436,Penguin Golf Club
76439,Port Sorell Golf Club
76440,Queenstown Golf Club
76444,Rosebery Golf Club
76447,Seabrook Golf Club
76448,Thirlstane Golf Club
76449,Sheffield Golf Club
76451,Smithton Golf Club
76454,Stanley Golf Club
76455,Strahan Golf Club
76461,Ulverstone Golf Club
76462,Wynyard Golf Club
76463,Zeehan Golf Club
